"A place of worship. My home church, the best pastors and the best people! Wheelchair accessible, ALL our welcome!Wonderful, welcoming place to worship. Very family oriented & friendly.Lovely, meaningful church service, friendly warm congregation, clean bright meeting rooms. ",business
,business
"My son and I have mad a nice little home for ourselves at King Andrew Tower. We’ve been in our place now since May 2016 and love it! Wonderful and very friendly supers, beautiful apartment and gorgeous view of Halifax! The supers organize things like a Christmas social, little yard sales in the community room which are nice added touches when apartment living! Supers keep the building very clean and presentable!!! The gym and store are also nice added touches!King Andrew Towers is a great location for easy access in and out of the city. Lots of parking is available— even an area for guest parking. My one bedroom apartment is spacious and has had many upgrades over the last few years. Rick and Johann are excellent supers. They respond quickly to any concerns. The building is well kept.We've lived in the King Andrew Tower for four years and really love our 2 bedroom apartment. We always get compliments when we have new visitors and everyone always thinks our spare bedroom is our main one and then are blown away at the sheer size of our master bedroom. 
Ricky and Johann are awesome supers and always willing to help when  we call them. 

Only complaint would be that the wooden stairs behind the building leading up to the intersection have been busted for a couple of years now, though I'm not even sure who would be in charge of the repairs considering a number of businesses also have offices in the building. My kids love it here so much! The teachers and staff have been incredible accommodating and caring for my two autistic preschoolers. My daughter says every day first thing in the morning “come on let’s go to school!” When it’s not a preschool day for them she stands at the door crying to go to school! When I drop them off the are so happy they don’t even bother to say good bye to me they just run in as fast as they can to play with teachers and friends. When I pick them up they try to run away from me and don’t want to go home. My son will be saying “good bye friends, good bye teachers, I love you” as we are leaving. The staff are always so excited to share my children’s accomplishments with me every day. I feel 100% safe and happy leaving my kids in the care of Care n Fun child care centre. We couldn’t be happier with their behaviour development since starting there.My son loves going there.He’s always happy to go, and always enjoys the activities they have planned for the day. Personally I love the meals that they are giving the kids, super healthy and filling, my son never comes home hungry. They are  super nice to deal with and have a lot of patience for kids (especially for my son who has mild cerebral palsy). All in all 10/10 would recommend !Care & Fun people are so amazed. They have professional staffs, and good food services, as well as wonderful environment for learning and developing children. Highly I recommend it.",business
Two of my children have attended this daycare and both looked forward to going each day.  It may not be one of the huge new fancy day cares with a gymnasium but there is an at home feeling where children get snuggles rather than a strict schedule.NIGHTMARE,business
,business
,business
"Not a proper branch. False listing.Argumentative, condescending, grumpy, all in all bad service. Maybe was just not his day @David Garnier Great efficient service!Professional and glad to have as legal Worked here as an intern and had a great time and met all the friendly staff.Really thats good place. For all!   but-  some missing thats not Matter i wanna i wish this solve aurly..Professional visa processing and polite and nice staff It is a safe, clean and well managed place for kids.
Their staffs are very kind, respectful and friendly.
My daughter is so happy there.

Even their capacity is limited because they are located inside the building, but all rooms are well managed and they have a balcony which is used as a play ground for fresh air and they have sandy playground by the water as well.

The only problem is parking lot, because you either should park on the fire lane temporary on your own which most of us do, or park inside the building which you should pay an amount each time.

I would like to recognize some staffs but all I see is they are all professionals.",business
Amazing,business
Amazing,business
We use it primarily for the daycare.They provide lots of support to military families.,business
,residential
,business
,business
,business
,residential
,residential
,residential
,business
,residential
"Been taking bootcamp classes with Monique for almost a year and it's been such a fulfilling experience! The classes don't feel like a chore, as many workouts can, but she still works you hard and the results have been noticeable. Serpentine has created such a beautiful, inclusive and supportive community. There are so many options, you might as well try something.I've been dancing here for 9 years. It's a positive, all inclusive atmosphere. All the ladies are so supportive that you aren't afraid to try new things.Wonderful instructors, a welcoming community, and lots of class options to choose from. And if you can't choose which one, take them all with an unlimited pass! Super!Radio la plus sympathique et enthousiaste de Halifax!Oui FM travaille à développer la communication et l'identité collective de la francophonie à Halifax. Des crêpes et la musique traditionnelle pour la Chandelier c'est une bonne manière de procéder!",business
,business
,business
"Great local produce, always great vendors willing to sample there wares.
The apple is cider is not to be left behind.
Grab a sausage and world famous pepperoni from Sweet Williams.
Fresh Eggs.
Local Honey at half the price at a local grocery. This list could go on and on.
Oh and not to mention great local artists showing off there stuff!I've been at this market a few times! There is such a big variety of delicious ready-to-eat hot and cold foods from many different cultures. Great for going alone or with your family or large group :) Most of the vendors accepted card but cash is a much quicker transaction. There is an ATM in the building and bathrooms. I had delicious steam buns and a mango banana smoothie :) Across the street is a brewery if you are looking for more adventure :)Interesting, fun place to visit.  The food is good but there are not that many places to sit and eat.  It's right next to the cruise ship terminal so it can be very busy at times. The 2 servers working behind the counter were both really accommodating and welcoming! The prices are very reasonable and they offer cooking classes too.

I would take off a Star here, as the flavors are not very Indian / spicy / authentic. It is made fresh to order and some stuff might be better than others.Best Indian I have had in a very long time.  Had the lamb curry.  The sauce tastes like fireworks in the mouth-a high concentration of spice, not just starch or fillers which is what I am used to having.  Very high quality.  I highly recommend it.I was lured into this place by the smell of delicious spices, and I was not let down. BEST CHANNA MASALA I HAVE EVER HAD! Spicy with such an amazing depth of flavor. I might even say it’s even the best Indian food I have ever had. If I didn’t live on the other side of the continent I would probably eat here at least once a week! Exceptional food that you must try!   The fillet of the fish and chips is fresh and breaded differently then elsewhere.  Avocado sandwich is good.  There is a little area to entertain the infants dispute if the size of the store.  In case you can’t find a seat, just get take out and head upstairs.So good! After a rainy walk from the ferry and being disappointed by the market this was just the thing to save the day! The food was so fresh and delicious, the latte was good and the orange carrot juice super fresh! The staff was friendly and gave us some good advice about when to visit the market to get peak vendors. The restaurant was clean, and there was a cute little area for my son to play. I would definitely come back the next time we are at the market.Best fresh eggs and thick bacon and crispy toast... IN THE ENTIRE UNIVERSE. Coffee's good too. My favourite butcher shop in Halifax. Hands down. Full service butcher with cuts not many others carry.

Couple that with vertical integration of their supply (they raise their own animals on their own feed, and you get a quality of meat and a selection that's unparalleled in town!Great meat selection and love the options.  Service is terribly slow, probably about half the speed of the other meat shops in the market and not because there are more customers waiting.  The people behind the counter seem to keep themselves busy but nobody bothers to look up to see if you want service.  I’ve had people who arrived several minutes later get service first.  They need a quicker more organized approachOne of the best places to get meat in Halifax, if I have the time I will always get meat from here over anywhere else. All of the staff are super friendly and service is quick and easy. 
The meat itself is fantastic, everything I've tried has been great. I appreciate the local produce and supporting local businesses. No clue what we even ordered but there was a pastry with gingerbread, blueberry, and some sort of whipped icing (?).. IT WAS SO GOOD!!! And so was my pastry with almonds!!

The left is the gingerbread one, the right is my almond one. Both very delicious and rich. We also went on a day that they were 25% off which was a bonus! 

We ate on the rooftop patio that the woman working was so kind to tell us about, as we had no idea it even existed!I was in Halifax for one day, and got some chocolates from this shop. They were all so good! If you’re in the area, I highly recommend giving them a try!Best Macroons you will ever have!
They also made my wedding cake which everyone asked who baked it.
It didn’t just look amazing it tasted incredibly yummy.
Very nice owners and welling to work with any budget.
I recommend this place for any party or event you have. ",business
,business
,business
"Great place, easy to get to.  Centralized with a park nearby for the kids to play.  Great teachers, we always have crafts to show how much fun the kids are having while they get to be creative.",business
,business
"Great place to pickup a mooring ball.  Restaurants, grocery store, ice and beach all nearby within walking distance!Wonderful food and service, thanks to Alyssa recommend to anyoneBeautiful spot to launch yer boat ",business
"Exceptional child care facilityGreat day care, they give the kids plenty of outdoor time regardless of weather, the food is incomparable , vegetarian dishes made fresh everyday from many local, organic produce, never pre packaged or full of additives they give the kids real food that you just can't find at any other day care. ",business
"Such a gem in Halifax! Why gift shop at a department store, when we have such a sea of beauty in Nova Scotian Artistry to share.Premiere artist-operated coop gallery in the city imho. Easy downtown location  with sidestreet parking. Fairly small premises but wide variety (oil, watercolour, sculpture, jewellery), reasonable prices and hardworking dedicated artists. Al Hattie, Jessica Steponaitis and Henry Tian are some examples of artists' work you'll find for sale here (at time of writing). Members take turns working behind the desk and will be happy to give you the inside scoop on the art on display. Sometimes you'll even luck out with free homemade baked goods behind the counter.A co-op of artists who sell at a reasonable price. Naomi was friendly and helpful and let us meander around the space. She noted the work on display changes regularly, so it's worth checking back. Selection of paintings in various mediums, prints, ceramics, stoneware, jewelry, and sculptures. We made time to visit on our short trip to Halifax and I'm glad. Definently will head back next trip.",business
,business
,business
"We absolutely love Rev. Catherine.  She married my wife and I ... Also christened our son ... She can restore your faith ... She can change the world.Wonderful servise. The Grace of God was clearly present.Great friendly, prayerful worshipping community!",business
,business
,business
,business
,residential
,business
"Edward Jost Children's Centre is an absolutely phenomenal facility. Roughly 10% of the children in their care are children with special needs who require specific care, and they are amazing at providing for these children; they truly care about them from the heart. The ways they teach the children to handle everyday issues are also excellent; the children they teach have little to no behavioural issues (save for those whose behavioural issues stem from a preexisting condition). They strongly encourage the children to take on their own social conflicts with kind and calm words, rather than always having a teacher intervene. The results are, quite simply, beautiful. There isn't enough one can say to properly praise this facility; they are truly remarkable, and have done wonders for the children in their care. From the director to the kitchen staff, every employee in the facility cares deeply about the children who attend this daycare; it's much more than just a job to them, and it shows.
I stumbled across Edward Jost Children's Centre completely by chance, and there couldn't have been a happier accident for myself and my five-year-old child, who has high-functioning autism. In September, he was barely able to communicate with others, despite his speech itself being quite clear. It is now April, and, aside from behavioural outbursts, most people would never know he has autism at all. He has of course had help through prescribed therapy, but without the support and encouragement he receives at EJCC, as well as being able to play so amicably with other children and learn from them, he would never have come so far so fast. Thanks to the combined efforts of EJCC and his therapists, he will be able to attend school in the fall. In September of last year, that was not an option at all, nor did it seem like it would be anytime soon. They are beyond accommodating when it comes to his needs; they're more than willing to adapt their teaching styles to fit what works best for him and helps him to make progress.
I really can't say enough to express how much I appreciate Edward Jost Children's Centre. I very highly, with utmost enthusiasm, recommend it.",business
,business
"I love this church.
I am encouraged in my relationship with Christ, every Sunday, and through the week too.
If I'm sick or out of town, I catch the live stream on YouTube.
If your soul seeks nourishment, let me personally invite you, dear review reader, to join us in worship.Love God and this is our church.Great community organization , helping people",business
"Amazing variety of tools and a very reasonable membership fee ($60/year, and optional workshop access for an additional $60, and they also offer punch cards I think) The volunteers are always so happy, friendly and helpful! They take an interest in your projects success, offer excellent advice and provide all the safety equipment you need as well. I would highly recommend the library to anybody thinking of making a tool purchase. For a fraction of the price you can borrow the item you’re thinking of buying, along with all the other things you likely need for your project, and not have to worry about storing any of it afterwards. I’m so thankful to have a tool library in my community! It’s definitely worth checking out.Wow. What a great place to get tools you don't have to buy for small jobsLove the little community that has gathered around this resource. I am a frequent volunteer and have completed many a project with tools from their well organised inventory. The Halifax Tool Library is in the basement. There is also a commercial / community kitchen",business
"For proseptice parents looking for childcare..my second child who is turning four in a few months has been going to Bright Side for over year now and I couldn't be more pleased with the centre!  Combined with my oldest we have done 6 six years of day care and we've done it all, large centers like Willowbraae, Kids and Company and in home daycare.  From all of our experiences Bright Side has been the best by far.  It's the people that makes the difference.   They have staff that truly love the job and th children! ",business
"A brilliant building of intentional ecological design and construction. Filled with activism that is community-led for impact that will span get. Get involved here.Nice to see people passionate about making a difference!Great organization with strong roots in the system.

I recomend taking a look if you need some work before graduation they always have something going on.",business
"The school is horrible. This school is not religious at all. It spreads the wrong message and is a very horrible school. I’ve attended that school for 11 years and have never seen any goods of the school at all. Most of my classmates and good friends have never in their lives said that it was a good school. The teachers that are hired have no degrees and if they did, they have degrees in wrong fields (my grade 11 math teacher just graduated university with a bachelors and has no experience in teaching). Some teachers (rarely) are very good and treat students with respect but some teachers are very cruel ( their was many complaints of a teacher hitting and pushing students and was never Suspended or fired). The structure of the school is terrifying. The ceilings and pipes were leaking when I was attending and felt like it was going to collapse. The outside and inside of the school is identical to a prison. The parking lot was recently fixed but for the 11 years I’ve attended the school, their was potholes in every direction, it was scary to park there.

Edit: As you said that the school has added after school activities, in my 11 years attending there, their was nothing really to do except learn. We had no after school activities but a basketball team that we had to pay a lot of money for. After the new administration came (which is mostly Egyptian), half the population of the school decided to go somewhere else and are left with no one. They also decided to sue the old principle so they won’t lose money.  Those improvements you are talking about are not even improvements, they are small unneeded changes.What a place i pray for this great muslim realitionship eachotherGreat effort  in short time",business
My little girl loves it here!,business
"had a tour of this seniors housing hi rise... very clean on every floor... 
well maintained inside... all hi rises private and public will have bug infestations... these property managers have a standing procedure ti deal with pests that is as good as it gets ... private or public. private guards on the door
evenings and weekends... very safe
and secure.Place looks a little sketchy, especially after dark. It's been in the news a few times regarding roach and rat infestations (its on google). There's always waves of cigarette smoke wafting off the front entrance. ",residential
Amazing staff and administration. A friendly and caring environment for kids to grow and learn. I leave my child there everyday and don't need to worry.,business
,business
,business
"The staff is friendly and helpful but beware of their quotes for services. I have been using this veterinary clinic for over 10 years and not once have they quoted me proper prices for medical services rendered for my pets. They have always been on the pricey side for services and purchases. With that said, they do give a 10% discount on products and medicines for return customers.
Still a great place and I feel my pets are safe while in their care.Wonderful care for your family pets. The staff are wonderful, always friendly and helpful. I've always been very happy with the care my pets recieved and the vets and techs clearly love the animals. If your looking for a caring reliable vet I would always recommend Carnegy.We took our four-month old kitten to this vet clinic. He had been very sick for two days throwing up and not eating. The first visit cost over $400 which included an x-ray. The next day, they did a more comprehensive x-ray with barium and still didn't know what was blocking his system. That visit was over $500. They said they needed to do surgery which would be in the range of $2,000 to $3,000. We took him to a vet in Truro who did another x-ray and found the obstruction had moved and waited patiently. A few hours later the blockage cleared on its own WITHOUT SURGERY. With Carnegy clinic looking after the kitten he would have suffered major surgery and long recovery time. We will never go there again.  They are very professional and it’s a very nice environment for kids.The kids loved it! :D
Will definitely sign up again.",business
"Great place to pickup a mooring ball.  Restaurants, grocery store, ice and beach all nearby within walking distance!Wonderful food and service, thanks to Alyssa recommend to anyoneBeautiful spot to launch yer boat ",business
"❤️ Beautiful location overlooking Stoney Beach. The staff are always so friendly and make the best coffee, food and treats! We stop in often and usually hang out in the super comfy space and enjoy our coffee and baked goods after a morning surf.I was blown away with my first experience at Lawrencetown Beach Cafe! The owner Sam and his team are so welcoming and friendly. The space is so cozy and warm. Fleetwood Mac was playing in the background! The menu is limited for now and is very much self serve. I had a veggie samosa with mango chutney and a side of pasta salad with broccoli, cheese and bacon. Deeeelicious. They also have Laughing Whale coffee (organic and one of my favorites) as well as Goodmore Kombucha (also my favorite). There is water / glasses available so help yourself to that. I will definitely be a regular here!! Welcome to the community!!!",business
This daycare has a new director and lots of new staff. Love the changes they have made.,business
"I have family here! Had my 5 year old go there, instructors are great.Excellent Karate dojo with  exceptional instructors who teach the traditional Japanese style of Chito Ryu karate. This dojo also offers  WKF Kumite (sparring ) instruction for those also  interested in becoming National level sparring competitors.  It is the Home of the Nova Scotia Karate Team.Friendly staffs
Good teachers",business
,business
"We sent our 18 month old here for one month before having to switch due to commute reasons.

This is a fantastic school with truly caring staff. The facilities are not brand new, well-used is the word I'd use, but their in-house gym and playground facilities are probably a rarity compared to other peninsula day cares.

After the first week our little girl would stroll into her class, wave goodbye to me, plonk herself next to the other children (all quietly seated around the table), and patiently waited for her snack. Magic. In contrast her new daycare seems far more chaotic. 

The toddler room is well sized and equipped. Food prepared seemed above average. Updates were plentiful. Admin staff were prompt. Well secured environment (asked me for ID during first pick up).",business
,business
Great sailing program.Amazing place in the community.My kids take sailing lessons here. They are wonderful and it is a nice facility with amazing staff! ,residential
"An awesome afternoon childcareThey don't follow the food menu, not enough teachers, teachers also have to do house keeping while no one watching the kids, director and owner not professional",business
,business
,business
,residential
,business
,business
"i went here from gr primary til gr 4 and they were very fun years, never gonna forget but all the English students got kicked out so that it could become a all french school and it pissed everyone off so that's a bad thing and also the teachers were hella hella HELLA rude. some of them were nice but there's like 3 in mind that i hated. i liked mr little tho he was soo lit, favorite teacher 100% but ya gertrude parker was okGreat school and wonderful staff! We couldn't be happier that our son attends EGP.",business
"Great place to pickup a mooring ball.  Restaurants, grocery store, ice and beach all nearby within walking distance!Wonderful food and service, thanks to Alyssa recommend to anyoneBeautiful spot to launch yer boat ",business
,residential
,business
"I am very impressed with the customer service. I spent 4 hours trying to find the best phone plan with an apple employee who also called their Rogers representative to make sure i was getting the best deal. Very patient and took the time to ensure myself and my mom fully understood everything down to making a spread sheet to compare the different prices! 
 Very honest and upfront. I felt no pressure in making a decision. Very knowledgeable about their products and phone plans. 
Great atmosphere and everyone is more than willing to help you find what you need and to educate you on any product. Very impressed!Very upset about my experience at the apple store. I cabbed there to pick up my iPhone 11pro, purchased it with a case that was for the iPhone 11pro and I asked one of the workers if a screen protector i was showing him was glass and also if it was for the 11 pro because for some reason there is absolutely no indication on the box of which phone the screen protectors are made for which is ridiculous. 

The guy working told me it was both for the 11pro and glass but when I got home it did not fit my phone as it was for the iPhone 11 and it was also plastic. Incompetent of the staff to not know their own products. I had to cab back and get a new one and did not even receive a refund for their staff being uneducated about their own products.The manager of Apple store said the quality of apple product is not good and I was lucky that my experience was good about apple product. Look like the seller do not love their product and they put the profit in the priority, instead of customer satisfaction.",residential
"We absolutely love Rev. Catherine.  She married my wife and I ... Also christened our son ... She can restore your faith ... She can change the world.Wonderful servise. The Grace of God was clearly present.Great friendly, prayerful worshipping community!",residential
"Great people. They make great food. We were married  there.Great experience and the staff is accommodating and very friendlyGreat for craft sales...bday parties...receptions and meetings.
Bar service for hire",residential
,business
"Kristine was attentive, friendly and helped me to better understand why my muscles hurt the way they did.  I'm now better able to do my job without as much pain in my daily routine. I'd definitely recommend her to anyone.I went to see David and he is amazing! I can't get over how great he was. I've been in pain for 9 years due to an accident while I was a passenger on one of the Metro Transit buses, and in just one appointment with David I experienced tremendous relief. I will be seeing him regularly for sure. 
The staff at Massage experts are very friendly and professional and I would recommend them to anybody I know who needs/is looking for a massage.Massage Experts is very expensive compared to other places even with health insurance. 
The environment at Massage Experts is set up for massages, nicely decorated  and looks clean. The massage therapists however that I saw were NOT good at giving massages. I won't be going back anymore. A few days ago, I ordered an arrangement of roses from Flower Trends, for my moms birthday. She absolutely loves them! Flower Trends is my go-to flower store, for every occasion. They have the best quality flowers, of course, but what I like the most about them is they are experts at customer service and delivering value. They will go the extra mile for you, every time. Thank you Flower Trends Florists.Roxanna designed the most beautiful flower arch, bouquets and boutonnieres for our wedding this August! She was amazing to work with and really listened to what we were looking for. Thank-you so much! We loved the flowers on our wedding day.Flowers were apparently lovely and delivery very prompt. Will order again from this florist. Excellent store for the young budding reader. With sections clearly labeled to help you find the age appropriate novels for your children. Great selection of books, novels, toys and plush toys to stimulate the imagination of the children.Great selection of books, service was great.  The sales person was helpful and mentioned that they could order certain selections in if they didn't have them in store.  The toy selections was not as extensive as the books, but there were different items that I didn't see in other stores.Great service and a wide selection of items
 Books, toys, and lego to name a few. Certainly store for any adult interested in finding items to help enlighten children. When I first walked in I didn't expect much considering the past few times I got my nails done at different places they butchered them and were over priced garbage. These guys at T.A Nails know exactly what they are doing!! My nails are so shiny and smooth! The guy who did them for me was very nice as well!! I only paid 60 bucks and it was well worth it in my opinion. I WILL be going back!i would rate this place a five after going a few hours ago! The service was great and he was always asking how i was doing and telling me what he was about to proceed with. The place was VERY CLEAN and you know that because right after getting them done and dried they brush off the access and ask you to go wash your hands. (It took around 45 minutes for them to be complete) He was not one of those people who talked to the other worker the whole time or one  of those people who didnt talk at all, he started conversations when necessary and told me advice on maintaining the nails. Most of all I LOVE THEM!This place is amazing for getting nails done.the people will treat you like family, and the employees are super nice!! I found the great deal they advertised and purchased it. It was amazing.Perfect day to take the bus over! Wherever I went, I received good help in the stores. The heat outside also helped. :)The Woodlawn plaza is a good place they have the Giant tiger / Staples the bargain barn and lots of other shops there I go there a couple times a month to shop for things.",business
Absolutely fantastic venue! Staff are great. Reasonable prices. I highly recommend this place.Went to see a live musical (Assassins). The actors sang well and the music was provided by a live band. You couldn't be much closer to the action in that intimate setting. Would go again.This is the place to check out amazing plays and events in the city of Halifax.,business
,residential
"I needed tires mounted and a front end alignment.  Tires got mounted but the alignment couldn’t be done because of my vehicle’s stability control system. $20 taxes in to get a tire mounted and balanced is a great value.  Plus I dropped my truck off and their shuttle got me to work and back.
What stuck out in my mind was how clean the customer area was.  A lot of shops overlook the state of the area where the customer spends their time.
I will definitely return and recommend to others.Get my winter tire changed within an hour, very happy about their service.The staff are phenomenal and the prices are super reasonable. Ask for Mike... he'll treat you  right",business
We use it primarily for the daycare.They provide lots of support to military families.,business
"Solterre is a green architecture firm. They specialize in custom homes and commercial buildings of all types for clients who are interested in energy efficiency, passive house, and low impact designInteresting shop Awesome designs ! I love the work this company does to help bring many green public spaces back to the city of Halifax",business
"My brother has been going to the school for only 4 months and he’s gotten hurt so much, that i don’t even believe the staff is even trying to resolve the situation. 

he would come home with scratches on his face, scars, and even marks and every time, we get a report saying either it was an “accident” or “not aware”. 

i’m not saying that the school it’s self is bad, i’m saying how bad the staff treats the wounds and the pain. 

i’m honestly disappointed, i expected more from you.",business
"keep on doing good for us common folk. solutions abound!Great peopleInnovative team I love gubgub earthproof protein in my morning smoothies, and I've been replacing some flour in baking recipes too. It tastes amazing, keeps me going for ages, and it has a tiny environmental footprint.I've been adding this cricket powder to my smoothie every day and it's amazing!Making a difference for my health and the planet.  I replace some of the flour in my baking and you can't tell it's in there.",business
,business
"Great staff, great daycare.Best place in the world",business
"Great place to pickup a mooring ball.  Restaurants, grocery store, ice and beach all nearby within walking distance!Wonderful food and service, thanks to Alyssa recommend to anyoneBeautiful spot to launch yer boat ",business
,residential
,business
,business
,residential
Great little galleryDilly Willy,business
